Overall Accuracy,Macro Precision,Macro Recall,Macro F1,Weighted Precision,Weighted Recall,Weighted F1,Macro mAP,Weighted mAP,Hamming Loss,Subset Accuracy
0.8146391369047619,0.47006515947379995,0.714204557568044,0.5552900621060696,0.7265728278282211,0.9301480860575579,0.8017087553423438,0.4488942562440467,0.7166568414166753,0.18536086309523808,0.224609375
