model,input,class,decision threshold,ground truth (id),predicted (id),precision (id),recall (id),f1 (id),auroc (id),ap (id),accuracy (id),ground truth (cd),predicted (cd),precision (cd),recall (cd),f1 (cd),auroc (cd),ap (cd),accuracy (cd)
vit,s-ms,Qc,0.44317594,749,737,0.926729986431479,0.9118825100133512,0.9192462987886943,0.9758000078037128,0.9766288375197072,0.921875,456,541,0.7800369685767098,0.925438596491228,0.8465396188565697,0.9793270792722548,0.959134439593116,0.900390625
vit,s-ms,Qca,0.21638757,432,590,0.6474576271186441,0.8842592592592593,0.7475538160469667,0.936015499194847,0.8658449410830891,0.83203125,249,378,0.6005291005291006,0.9116465863453816,0.7240829346092504,0.951957012197976,0.7364046449336937,0.8873697916666666
vit,s-ms,Qr,0.41790843,1433,1485,0.9468013468013468,0.98115840893231,0.9636737491432488,0.8749720526561834,0.9893553557292992,0.9309895833333334,1511,1534,0.983702737940026,0.99867637326274,0.9911330049261085,0.695883520847121,0.9924394579073148,0.982421875
vit,sds-ms,af1,0.3160213,571,788,0.5634517766497462,0.7775831873905429,0.6534216335540839,0.784760850430569,0.6906691403443662,0.693359375,435,788,0.4479695431472081,0.8114942528735632,0.5772690106295993,0.7720818065081901,0.5563125880036084,0.6634114583333334
vit,sds-ms,Qal,0.35027522,950,1467,0.6250852079072938,0.9652631578947368,0.7587918907736864,0.6954338063589006,0.7883193239859403,0.6204427083333334,845,1496,0.5467914438502673,0.9680473372781064,0.6988466467321658,0.5209498283081718,0.5897159044287628,0.541015625
vit,sds-ms,Qaf,0.035971016,13,117,0.0427350427350427,0.3846153846153846,0.0769230769230769,0.8826203343603214,0.0463559915719219,0.921875,6,92,0.0,0.0,0.0,0.6002178649237473,0.0055707858654074,0.9361979166666666
vit,sds-ms,Qat,0.13424543,61,91,0.1978021978021978,0.2950819672131147,0.2368421052631578,0.8002445123645457,0.1647606729159804,0.9244791666666666,77,96,0.2604166666666667,0.3246753246753247,0.2890173410404624,0.7639639318871669,0.187943985860711,0.919921875
vit,sds-ms,Qc,0.54059494,749,746,0.9021447721179624,0.8985313751668892,0.9003344481605351,0.9679708480430492,0.96955999714698,0.9029947916666666,456,573,0.7574171029668412,0.9517543859649122,0.8435374149659864,0.9761919265756984,0.9543488949657836,0.8951822916666666
vit,sds-ms,Qca,0.5092602,432,453,0.6754966887417219,0.7083333333333334,0.6915254237288135,0.8822358930488459,0.7883715836518228,0.822265625,249,416,0.4951923076923077,0.8273092369477911,0.6195488721804512,0.8913228672264817,0.5508832682949514,0.8352864583333334
vit,sds-ms,Qr,0.5962692,1433,1518,0.9374176548089592,0.9930216329378926,0.9644188410708234,0.8404088103577938,0.9864966575655626,0.931640625,1511,1532,0.9836814621409922,0.9973527465254798,0.9904699309891556,0.7626472534745201,0.994914683614422,0.9811197916666666
