model,input,macro_precision (id),macro_recall (id),macro_f1 (id),auroc (id),macro_map (id),micro_accuracy (id),macro_precision (cd),macro_recall (cd),macro_f1 (cd),auroc (cd),macro_map (cd),micro_accuracy (cd)
vit,dem,0.5646176391629579,0.7844902926043128,0.6230436957662918,0.8574477668904382,0.6436270207087043,0.8156622023809523,0.42236506473911,0.6607322811518906,0.4990494355238227,0.665526100554491,0.5119792515416242,0.783203125
vit,ep-101,0.513318342381018,0.7075563227767832,0.5852056218553578,0.8100823300234801,0.5985836125873636,0.8003162202380952,0.4018768981599831,0.5958242160577248,0.4605163275075051,0.729717370492955,0.4685014788109804,0.7587425595238095
vit,ep-11,0.5180924254694573,0.645257975381892,0.5712972250171627,0.8003648205662383,0.5898606837208585,0.8126860119047619,0.4186051217638202,0.5991335117149166,0.480306341837774,0.6635055586707271,0.4873579441677477,0.7873883928571429
vit,ep-201,0.4804959405042889,0.6951225196679819,0.554718730701353,0.7706166915387792,0.5812581325646013,0.7692522321428571,0.3929314319949726,0.610715694487434,0.4480945718719208,0.6840228387218437,0.4495986180622821,0.7339099702380952
vit,ep-21,0.5210003525419813,0.682059045085567,0.5805586186234716,0.8127513061166655,0.600988043820262,0.8076636904761905,0.4366384220003496,0.6154678060704332,0.4984263615723642,0.7159662208460003,0.495281462924878,0.7869233630952381
vit,ep-51,0.526269396094038,0.6856964423223338,0.5888487272833756,0.8175276983263583,0.6077117743009942,0.8120349702380952,0.436751159889286,0.591769052681034,0.488827584702463,0.7251723566474318,0.4981168587606465,0.7920386904761905
vit,ep-5,0.5072302905259357,0.6463338131743014,0.5588396321995498,0.7866049319652707,0.5758150048960248,0.8001302083333334,0.4256080345960881,0.6170846286465491,0.4812161081807115,0.6820490696032161,0.4779762114897746,0.7615327380952381
vit,nhd,0.4133576438640283,0.7270479836250944,0.5118546408422918,0.6245445559102697,0.4434692201373188,0.6759672619047619,0.3469798901152829,0.7051789586198204,0.4330825561350035,0.5327490664061416,0.3599218734660576,0.6293712797619048
vit,nir,0.5007170837935971,0.6468100778944724,0.5583876032001742,0.7758871651026974,0.5810564614855396,0.802734375,0.3024896494397575,0.3408253231782084,0.2869800353036257,0.4978917452540129,0.3349223614844067,0.7592075892857143
vit,osm,0.4399069246842694,0.8603612958901091,0.5297906711314001,0.6612124009560755,0.4750812122347455,0.6399739583333334,0.3665705226453852,0.8728434852508459,0.4564402233465168,0.6220407486405996,0.3997425807674387,0.5279947916666666
vit,plc-100,0.4149724337089602,0.7409841480356398,0.5092660412834583,0.6327645296502501,0.4457896559407236,0.6797805059523809,0.3436273343588903,0.6861173951536859,0.4312606683443998,0.5844065644654526,0.3544126232400871,0.64453125
vit,plc-10,0.4816647616754416,0.7219617343095853,0.5616879240853627,0.7740895299755942,0.5608478485082504,0.7661830357142857,0.3902250884812939,0.6363862435930839,0.4667355407498005,0.6951367899952269,0.4453035973352102,0.7281436011904762
vit,plc-200,0.4164761164141426,0.7126871200688419,0.511185263469405,0.6225415354411686,0.4503770167797363,0.6835007440476191,0.3487314546207109,0.6980142250173473,0.4348116075712699,0.6090346505046318,0.3718710652902225,0.6236049107142857
vit,plc-20,0.4932570636535932,0.6392068407809399,0.5451593441053035,0.7494624381511138,0.5486565746301658,0.77734375,0.4077281736619636,0.5393093499709048,0.4362049894853347,0.7004868648669491,0.4301097227740852,0.7525111607142857
vit,plc-50,0.4823353268544078,0.691850860067568,0.5605657625863864,0.758821297950514,0.5496728307356856,0.7623697916666666,0.380724303238391,0.5739201404422538,0.4323775256827691,0.7059451441812772,0.4146448122701725,0.7289806547619048
vit,plc-5,0.4508876090397494,0.7311140179101964,0.5347050443460404,0.7004509160872622,0.5186065681525793,0.7195870535714286,0.3821262208026264,0.6525959325904684,0.4644190506572184,0.6729521121008738,0.451383246402901,0.7181919642857143
vit,prc-100,0.5528168591631866,0.7254542177007622,0.6127793163888171,0.8342499057250486,0.6161362326290251,0.8244047619047619,0.4425187658028938,0.6452016774385613,0.5113736537081477,0.7161819951664568,0.5130190035041607,0.787109375
vit,prc-10,0.5430657115724234,0.6759146214469433,0.5905413546479703,0.8248532830148222,0.6194392169871537,0.8207775297619048,0.4102158974338505,0.6154440217086782,0.4824336759616066,0.6974066518998002,0.4833894529002925,0.7731584821428571
vit,prc-200,0.5452439849723453,0.7690638737220904,0.6211180421732433,0.8412839606733579,0.6122511205413531,0.8058965773809523,0.4415792740955352,0.6571992222687559,0.5127059427199889,0.7358283125596116,0.517647223793569,0.7831101190476191
vit,prc-20,0.5413000424956109,0.7599012104536068,0.609706674332536,0.835408002552993,0.6243706254340168,0.8058035714285714,0.4040099294438984,0.6691495080965398,0.487340558183194,0.6944746920320881,0.477051925636536,0.7453497023809523
vit,prc-50,0.5458093878742943,0.7824326050348608,0.619528713525379,0.8400837594062097,0.6221397415452696,0.8088727678571429,0.4301784809224576,0.6859012104505444,0.5123848367257301,0.7291635525494077,0.5062373715609013,0.7670200892857143
vit,prc-5,0.5412865130203222,0.6520621745744674,0.5779318264066653,0.8219807764966817,0.6289295339370881,0.8151041666666666,0.464083615042529,0.6442583850500212,0.5337045378666464,0.7331108934477323,0.5324112162423662,0.8139880952380952
vit,rgb+nir,0.5441890344812148,0.7883929338321719,0.6110929418951988,0.8321850436984803,0.6237890914881247,0.8098028273809523,0.3426546079123472,0.3996455823191857,0.3535880683474445,0.5358896070044273,0.3769137102392535,0.7816220238095238
vit,rgb,0.53546930233984,0.6322782257448403,0.5709300981705594,0.794757398542994,0.5904218353668257,0.8245907738095238,0.413128989552359,0.2806073510506496,0.2275135900772985,0.582599289372183,0.4297101492956714,0.7527901785714286
vit,s-100,0.502544267340645,0.7390019464879364,0.5713190456679718,0.775850624849463,0.5742706515580662,0.7711123511904762,0.4616837266263993,0.6776719286255226,0.5318734428029448,0.6812430679723731,0.5023932758096133,0.7763206845238095
vit,s-10,0.5381383569726479,0.7725227560370203,0.5969491451352974,0.8190477116169407,0.6172878169785582,0.7989211309523809,0.4502044172042957,0.641836486766569,0.5220948363076904,0.6641052339878727,0.5108611278637045,0.7916666666666666
vit,s-200,0.5044066682080613,0.7137005119732597,0.5787248890601087,0.7798202516621008,0.5653983671002376,0.7906436011904762,0.4347494625363031,0.6718354014616686,0.5128197707389068,0.6858246129696732,0.5034400841266784,0.7798549107142857
vit,s-20,0.5427263114423182,0.7556553540350576,0.5997081554277643,0.8140821365615344,0.6203587934171926,0.7971540178571429,0.4649156260580435,0.667380119400905,0.534126225003323,0.6941334489853836,0.5218747042791299,0.7776227678571429
vit,s-50,0.5282730773804776,0.8182894804372705,0.5961588944262745,0.791565842988588,0.5933925203763823,0.7811569940476191,0.4645986825203571,0.7074167504736623,0.5375222239435739,0.6975304786549075,0.5176399225132159,0.7802269345238095
vit,s-5,0.5545180282182958,0.6948693668254446,0.5965085853583993,0.8244377198203693,0.6219006979544887,0.8216145833333334,0.4852347653504373,0.6592386935773835,0.5517706544590637,0.718922490428847,0.5263381149107725,0.8264508928571429
vit,sds-101,0.4702187451463912,0.729832321959056,0.5507270375468082,0.7235555105238746,0.5336147823677496,0.7389322916666666,0.4066682315628945,0.743568651744169,0.5051826862464236,0.6765421966116395,0.5061245600466335,0.7436755952380952
vit,sds-11,0.5036369063862888,0.7343242233976814,0.5559348116043991,0.7478946044070344,0.5664371327064657,0.7515811011904762,0.4613236550929953,0.7279432263765481,0.540292100889115,0.7116448268941991,0.523917878032108,0.7533482142857143
vit,sds-201,0.4656426137938999,0.7066144479259238,0.5436347258770791,0.7290566002268274,0.5252014043928499,0.7526971726190477,0.4382498419374205,0.7132667214538854,0.5237649008239007,0.7203888586678847,0.5056948224636832,0.7524181547619048
vit,sds-21,0.4970504416398648,0.6377648113304101,0.5482847605708822,0.7330351992205871,0.5538747076555408,0.7917596726190477,0.4561356536029405,0.711307360856833,0.5440438307938505,0.7010249498845137,0.5253340941623137,0.7825520833333334
vit,sds-51,0.4735656489732499,0.6758969056901746,0.5442712244553595,0.7340253915767093,0.5476520459048301,0.7706473214285714,0.4384880620514113,0.7250921512574963,0.5323717230668297,0.6894481675653864,0.5129997339491653,0.7715773809523809
vit,sds-5,0.5309655117701053,0.7114222196481391,0.588638444692412,0.7843128919222032,0.6066013333776821,0.8072916666666666,0.4672321775467498,0.7268003412479844,0.5577793125512195,0.7309587673625565,0.5465324220583878,0.8089657738095238
