Overall Accuracy,Macro Precision,Macro Recall,Macro F1,Weighted Precision,Weighted Recall,Weighted F1,Macro mAP,Weighted mAP,Hamming Loss,Subset Accuracy
0.8082217261904762,0.43050496981947495,0.5871252185303308,0.4876011273725626,0.696316383757144,0.887957530036323,0.7662409016792568,0.4083879120358181,0.6807916450484605,0.1917782738095238,0.16927083333333334
