Precision,Recall,F1,AUC,mAP,Precision (Wt.),Recall (Wt.),F1 (Wt.),AUC (Wt.),mAP (Wt.),Accuracy (Micro)
0.35064935064935066,0.6785714285714286,0.42838537124251413,,0.496219831755546,0.6328463203463203,0.8809523809523809,0.7037928561738085,,0.7632465418179704,0.6607142857142857
