Class,True,Predicted,Accuracy,Precision,Recall,F1,AUC,AP
af1 (0.51),4.0,13.0,0.3125,0.23076923076923078,0.75,0.35294117647058826,0.6458333333333333,0.42857142857142855
Qal (0.59),9.0,16.0,0.5625,0.5625,1.0,0.72,0.6666666666666667,0.7695546737213403
Qaf (0.37),1.0,1.0,0.875,0.0,0.0,0.0,0.2666666666666667,0.08333333333333333
Qat (0.29),1.0,6.0,0.6875,0.16666666666666666,1.0,0.2857142857142857,0.8,0.25
Qc (0.59),8.0,11.0,0.1875,0.2727272727272727,0.375,0.3157894736842105,0.09375,0.3544261294261294
Qca (0.4),8.0,13.0,0.3125,0.38461538461538464,0.625,0.47619047619047616,0.40625,0.5701118326118326
Qr (0.57),14.0,15.0,0.8125,0.8666666666666667,0.9285714285714286,0.896551724137931,0.7142857142857142,0.956464368964369
