Precision,Recall,F1,AUC,mAP,Precision (Wt.),Recall (Wt.),F1 (Wt.),AUC (Wt.),mAP (Wt.),Accuracy (Micro)
0.35484931734931735,0.6683673469387755,0.4353124480282132,0.5133503401360544,0.48749453808977616,0.5232070707070707,0.7555555555555555,0.601445393967226,0.5255555555555556,0.6613425771759106,0.5357142857142857
