Overall Accuracy,Macro Precision,Macro Recall,Macro F1,Weighted Precision,Weighted Recall,Weighted F1,Macro mAP,Weighted mAP,Hamming Loss,Subset Accuracy
0.8408668154761905,0.47389645437381395,0.6413321320063524,0.5358894581538706,0.740274354047758,0.9150600726459905,0.8067712462705914,0.4533734088602315,0.7224766659413808,0.15913318452380953,0.2571614583333333
