Precision,Recall,F1,AUC,mAP,Precision (Wt.),Recall (Wt.),F1 (Wt.),AUC (Wt.),mAP (Wt.),Accuracy (Micro)
0.2857142857142857,0.19480519480519481,0.21904761904761902,,0.5555302435659579,0.6428571428571429,0.47619047619047616,0.5206349206349207,,0.7553902116402117,0.7321428571428571
