Class,True,Predicted,Accuracy,Precision,Recall,F1,AUC,AP
af1 (0.52),4.0,7.0,0.5625,0.2857142857142857,0.5,0.36363636363636365,0.5625,0.3104166666666667
Qal (0.56),9.0,16.0,0.5625,0.5625,1.0,0.72,0.48412698412698413,0.615313698647032
Qaf (0.3),1.0,1.0,0.875,0.0,0.0,0.0,0.4,0.1
Qat (0.2),1.0,0.0,0.9375,0.0,0.0,0.0,0.9333333333333333,0.5
Qc (0.43),8.0,16.0,0.5,0.5,1.0,0.6666666666666666,0.5,0.626560939060939
Qca (0.42),8.0,16.0,0.5,0.5,1.0,0.6666666666666666,0.59375,0.6912930819180819
Qr (0.61),14.0,16.0,0.875,0.875,1.0,0.9333333333333333,0.6428571428571429,0.9338169766741196
