Precision,Recall,F1,AUC,mAP,Precision (Wt.),Recall (Wt.),F1 (Wt.),AUC (Wt.),mAP (Wt.),Accuracy (Micro)
0.38903061224489793,0.6428571428571429,0.47861471861471855,0.5880810657596373,0.5396287661381198,0.5878968253968254,0.9111111111111111,0.7037306397306397,0.5708994708994709,0.6887946621279954,0.6875
