Overall Accuracy,Macro Precision,Macro Recall,Macro F1,Weighted Precision,Weighted Recall,Weighted F1,Macro mAP,Weighted mAP,Hamming Loss,Subset Accuracy
0.5730096726190477,0.33070806169052996,0.7349579051929638,0.4197723697137144,0.6300145445036568,0.9776473875384185,0.7187141460536411,0.33285624532715785,0.6302566341133147,0.4269903273809524,0.013020833333333334
