modality,af1,Qal,Qaf,Qat,Qc,Qca,Qr,AVG.
procurv_50,0.9649737302977232,0.9989462592202318,0.3076923076923077,0.3442622950819672,0.9986648865153538,1.0,0.9993021632937892,0.8019773774430534
procurv_100,0.9054290718038528,1.0,0.7692307692307693,0.0163934426229508,1.0,0.6041666666666666,1.0,0.7564599929034628
procurv_200,0.9772329246935202,1.0,1.0,1.0,1.0,0.4583333333333333,0.9986043265875784,0.9191672263734904
procurv_ms,0.9982486865148862,0.9863013698630136,0.3846153846153846,0.1311475409836065,0.9959946595460614,0.6064814814814815,0.9993021632937892,0.7288701837568891
logslope,0.9947460595446584,0.9978925184404636,0.0,0.2131147540983606,0.9359145527369828,0.6157407407407407,0.9993021632937892,0.6795301126935708
logslope_10,0.861646234676007,0.9989462592202318,1.0,0.2786885245901639,0.8518024032042724,0.7129629629629629,0.9979064898813678,0.8145646963621438
logslope_20,0.9947460595446584,0.9978925184404636,0.0769230769230769,0.3770491803278688,0.8998664886515354,1.0,0.9993021632937892,0.7636827838830561
logslope_50,0.8598949211908932,0.9978925184404636,1.0,0.0491803278688524,0.9986648865153538,1.0,0.9993021632937892,0.8435621167584788
logslope_100,0.9702276707530648,0.9978925184404636,1.0,0.9672131147540984,0.9986648865153538,1.0,0.9979064898813678,0.9902720971920498
logslope_200,0.9754816112084064,1.0,0.0769230769230769,0.9672131147540984,0.9919893190921228,0.7152777777777778,0.9986043265875784,0.8179270323347231
logslope_ms,1.0,1.0,0.4615384615384615,0.5409836065573771,0.9065420560747663,0.7083333333333334,0.9986043265875784,0.802285969155931
slope,0.7197898423817863,0.8851422550052687,0.2307692307692307,0.4754098360655737,0.9225634178905208,0.7800925925925926,0.994417306350314,0.715454925865041
slope_10,0.7145359019264448,0.8651211801896733,0.3846153846153846,0.4426229508196721,0.9132176234979972,0.8171296296296297,0.9853454291695743,0.7317982999783393
slope_20,0.6654991243432574,0.8387776606954689,0.0,0.5737704918032787,0.945260347129506,0.8125,0.98115840893231,0.6881380047005459
slope_50,0.8581436077057794,0.8661749209694415,0.0,0.5573770491803278,0.9332443257676902,0.7916666666666666,0.983251919050942,0.7128369270486925
slope_100,0.9702276707530648,0.952581664910432,0.2307692307692307,0.4262295081967213,0.8891855807743658,0.8078703703703703,0.9930216329378926,0.7528408083874397
slope_200,0.9474605954465848,0.9578503688092728,0.0,0.3278688524590163,0.842456608811749,0.9050925925925926,0.9937194696441032,0.7106354982519026
slope_ms,0.6952714535901926,0.7913593256059009,0.1538461538461538,0.5081967213114754,0.945260347129506,0.7453703703703703,0.9804605722260992,0.6885378491542425
logstdslope_5x5,0.7110332749562172,0.8387776606954689,0.0769230769230769,0.2622950819672131,0.8611481975967957,0.6828703703703703,0.988834612700628,0.63169746788711
logstdslope_11x11,0.7075306479859895,0.8672286617492097,0.1538461538461538,0.3934426229508196,0.890520694259012,0.7314814814814815,0.9762735519888346,0.6743319734659287
logstdslope_21x21,0.7302977232924693,0.9251844046364596,0.6153846153846154,0.5409836065573771,0.9025367156208278,0.7754629629629629,0.9874389392882066,0.7824698525347026
logstdslope_51x51,0.8038528896672504,0.915700737618546,0.2307692307692307,0.4918032786885246,0.8437917222963952,0.8171296296296297,0.9895324494068388,0.7275114197252021
logstdslope_101x101,0.7583187390542907,0.964172813487882,0.1538461538461538,0.4098360655737705,0.9025367156208278,0.7106481481481481,0.994417306350314,0.6991108488687695
logstdslope_201x201,0.7810858143607706,0.9905163329820864,0.0769230769230769,0.180327868852459,0.9132176234979972,0.7268518518518519,0.9846475924633636,0.6647957372759435
logstdslope_ms,0.7267950963222417,0.8914646996838778,0.0769230769230769,0.4262295081967213,0.9065420560747663,0.7013888888888888,0.9860432658757852,0.6736266559950511
stdslope_5x5,0.7355516637478109,0.905163329820864,0.1538461538461538,0.2622950819672131,0.8931909212283045,0.7361111111111112,0.9916259595254712,0.6682548887495612
stdslope_11x11,0.7478108581436077,0.7787144362486829,0.0769230769230769,0.2950819672131147,0.8624833110814419,0.7384259259259259,0.9916259595254712,0.6415807907230459
stdslope_21x21,0.637478108581436,0.9241306638566912,0.2307692307692307,0.3442622950819672,0.9238985313751668,0.7870370370370371,0.9790648988136776,0.6895201093593153
stdslope_51x51,0.7057793345008757,0.8977871443624869,0.0,0.3442622950819672,0.8758344459279038,0.6597222222222222,0.9930216329378926,0.6394867250047641
stdslope_101x101,0.7302977232924693,0.9315068493150684,0.0,0.5245901639344263,0.931909212283044,0.6921296296296297,0.9972086531751572,0.6868060330899708
stdslope_201x201,0.7880910683012259,0.9841938883034772,0.4615384615384615,0.639344262295082,0.917222963951936,0.7592592592592593,0.9853454291695743,0.7907136189741452
stdslope_ms,0.7145359019264448,0.8545837723919916,0.4615384615384615,0.3934426229508196,0.9439252336448598,0.7361111111111112,0.9783670621074668,0.726072023667308
