modality,af1,Qal,Qaf,Qat,Qc,Qca,Qr,AVG.
procurv_ms,0.4861519196392113,0.4949906922556336,0.4943936562452649,0.5676465684912475,0.4716097532839212,0.6580332880434783,0.6263253816082764,0.5427358942238619
logslope,0.3890556518425089,0.4945778125633905,0.4632557199858579,0.4693025840511253,0.6965509285570086,0.6741080414653785,0.5746685275645499,0.5373598951471171
logslope_10,0.5134007241182181,0.5384166602341207,0.66500833375423,0.5446457349263685,0.6507151424262421,0.6646474939613527,0.5638283457204996,0.5915232050201474
logslope_20,0.4949329873052457,0.5723661417110811,0.6045002272842063,0.5144929146985273,0.7948938270934731,0.5002421749194848,0.5724293525023882,0.5791225179306295
logslope_50,0.5760623576490658,0.4531821355932812,0.3851204606293248,0.4558210614059461,0.2522982782634364,0.2628258353462158,0.3453377055400104,0.39009254777532576
logslope_100,0.6063600809415352,0.4328890987195344,0.1761452598616091,0.4211392053348152,0.1320634204352097,0.4983907424181427,0.3375632626237305,0.37207872433351097
logslope_200,0.538116022249848,0.4558927805293117,0.4315874539118137,0.4151208669074743,0.5102805434777077,0.5432486664653784,0.3424413444535532,0.46238395399929816
logslope_ms,0.4766485485876065,0.4659437083417854,0.8148391332895601,0.5900083356487913,0.7322571560895257,0.7333979133118624,0.5849091118503513,0.6282862724456404
slope,0.8514459678956108,0.7822957187966173,0.8510025758876711,0.8558155043067519,0.9692228350210276,0.9060529052603328,0.9180075745770636,0.8762632973921535
slope_10,0.8203851074834625,0.8167586071952364,0.8288297388757008,0.8743317588218948,0.9707700059206432,0.923839657139023,0.8988678785086621,0.8762546791349461
slope_20,0.7597361233360252,0.7965616097281636,0.7200363654730038,0.8497693803834399,0.9731857639919724,0.9170902106816962,0.8889491121213557,0.8436183665308082
slope_50,0.6550039472609639,0.7773483430060874,0.8321127329663114,0.8418782995276466,0.9679318294786948,0.9252843196457328,0.8489420660031572,0.8355002196983704
slope_100,0.6240283839822873,0.7513692347185148,0.7997878680741451,0.8308085579327591,0.9584893369049456,0.911141723698336,0.8010149120251493,0.8109485739051624
slope_200,0.6232643394462946,0.7000806012964422,0.8688822667811507,0.8040677966101695,0.9233081635318926,0.8818385584406871,0.7800865859524794,0.7973611874370166
slope_ms,0.8554032104389172,0.8055318698244184,0.7848376180615183,0.8839010836343428,0.9726072713639364,0.9305932971014492,0.9290984356262576,0.8802818265786915
logstdslope_5x5,0.8398337613313615,0.7551587522416676,0.7668064043638568,0.8637954987496528,0.9427648554701484,0.884741512345679,0.8837797004044742,0.8481257835581201
logstdslope_11x11,0.8428681614838072,0.7608223845417843,0.7503409263094096,0.8774326201722701,0.9527994123464916,0.8791264090177133,0.8888610356438729,0.8503215642164784
logstdslope_21x21,0.8406322876872683,0.7219039857251334,0.8781756654376484,0.8043678799666575,0.9553356190295236,0.8669233091787438,0.8606630126220367,0.8468573942352873
logstdslope_51x51,0.8241554222661815,0.7516115771465705,0.8435779584827516,0.8259961100305641,0.9602570475161292,0.8807975207997852,0.8700600952580979,0.8509222473571542
logstdslope_101x101,0.7992123626398555,0.7128565350777203,0.8126673064296177,0.7979549874965268,0.9656704492054632,0.8692213499731617,0.8613134235326798,0.8312709163364322
