model,encoder,input,class,gt_support (id),pred_support (id),gt_num_images (id),pred_num_images (id),tp (id),fp (id),fn (id),tn (id),macro_iou (id),macro_dice (id),macro_precision (id),macro_recall (id),mean_hd (id),mean_hd95 (id),micro_iou (id),micro_dice (id),micro_precision (id),micro_recall (id),gt_support (cd),pred_support (cd),gt_num_images (cd),pred_num_images (cd),tp (cd),fp (cd),fn (cd),tn (cd),macro_iou (cd),macro_dice (cd),macro_precision (cd),macro_recall (cd),mean_hd (cd),mean_hd95 (cd),micro_iou (cd),micro_dice (cd),micro_precision (cd),micro_recall (cd)
deeplabv3p,resnet50,ep-ms,Qaf,10183.0,0.0,10.0,0.0,0.0,0.0,10183.0,100653113.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,10275.0,0.0,6.0,0.0,0.0,0.0,10275.0,100653021.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
deeplabv3p,resnet50,ep-ms,Qal,8361713.0,8199411.0,947.0,1054.0,6680436.0,1518975.0,1681277.0,90782608.0,0.3790777487805514,0.4544653719280571,0.5222970698329915,0.4669283253565966,94.58585920857922,80.39812779930479,0.6761104085059664,0.8067611836008233,0.8147458396706788,0.7989315108040661,9921617.0,15800339.0,842.0,1215.0,8734159.0,7066180.0,1187458.0,83675499.0,0.3038813105283404,0.3759158344880227,0.3717599665012768,0.473265784553859,120.2955566906717,104.006572845173,0.5141431228545997,0.6791209035580342,0.5527830130733271,0.8803160815419503
deeplabv3p,resnet50,ep-ms,Qat,388848.0,539226.0,61.0,109.0,172118.0,367108.0,216730.0,99907340.0,0.0812566813583262,0.1109196669133307,0.1551398110482119,0.112181011381624,125.78964019403224,115.39860339281036,0.2276825635354438,0.3709143882923129,0.3191945492242585,0.4426356828375097,1101870.0,2041255.0,77.0,231.0,137221.0,1904034.0,964649.0,97657392.0,0.0160816102817899,0.0247680056541147,0.0632360257387369,0.0264655587197506,178.57966283162435,167.10828094482423,0.0456504931627889,0.0873150129250348,0.0672238402355413,0.1245346547233339
deeplabv3p,resnet50,ep-ms,Qc,16237424.0,15833644.0,748.0,706.0,13838003.0,1995641.0,2399421.0,82430231.0,0.5075000256846617,0.5806247098573755,0.6397347248955092,0.5847964977942407,79.57938286811114,62.670793905481695,0.7589510046720066,0.8629586641766965,0.8739619887879253,0.8522289619338634,9341265.0,126494.0,453.0,81.0,54879.0,71615.0,9286386.0,91250416.0,0.0041683955679702,0.0066387661925751,0.0654616716032427,0.0049680700719378,224.93248046071903,206.07339869047465,0.0058302028709597,0.0115928172654162,0.4338466646639366,0.0058749002410273
deeplabv3p,resnet50,ep-ms,Qca,7202703.0,5329902.0,431.0,371.0,3621076.0,1708826.0,3581627.0,91751767.0,0.2539251051621028,0.3247378305782278,0.433960495316348,0.334808619055804,120.3889201275714,106.39845027861656,0.4063361068566348,0.5778648573062025,0.6793888518025285,0.5027384858156723,3590038.0,472780.0,248.0,80.0,79681.0,393099.0,3510357.0,96680159.0,0.0084223722858945,0.0111227722847562,0.0175710280251035,0.0131826742543178,185.02981145758375,175.86096974423057,0.0200045843263739,0.0392244988576894,0.1685371631625703,0.0221950296904935
deeplabv3p,resnet50,ep-ms,Qr,62099929.0,66689016.0,1433.0,1488.0,58544638.0,8144378.0,3555291.0,30418989.0,0.7389145118773133,0.7972154524700369,0.807156797144734,0.8405595497709417,73.33307593106046,54.9435495616015,0.8334431714160124,0.909156263373382,0.8778752710941184,0.9427488717418664,75325588.0,81576149.0,1511.0,1527.0,67497599.0,14078550.0,7827989.0,11259158.0,0.7231800714425264,0.7839828454582951,0.8301523764180008,0.8586330098212837,79.16322932836223,62.37567940069006,0.7549717553341883,0.8603805195604686,0.8274183058089688,0.8960779569354308
deeplabv3p,resnet50,ep-ms,af1,6362496.0,4072097.0,570.0,612.0,3189598.0,882499.0,3172898.0,93418301.0,0.1856644937427669,0.2388020588884206,0.4161446610544888,0.2229237367472695,111.21886079045204,99.79936872242182,0.4402484749816943,0.6113507254188064,0.7832814395138427,0.5013123780352868,1372643.0,646279.0,432.0,356.0,396119.0,250160.0,976524.0,99040493.0,0.0845057812118165,0.1187281215794372,0.2777198178723641,0.1035013098550534,126.19487596286956,115.69352176824512,0.244095555652781,0.392406442646125,0.6129225922550477,0.2885812261454726
deeplabv3p,resnet50,plc-ms,Qaf,10183.0,0.0,10.0,0.0,0.0,0.0,10183.0,100653113.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,10275.0,0.0,6.0,0.0,0.0,0.0,10275.0,100653021.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
deeplabv3p,resnet50,plc-ms,Qal,8361713.0,7579013.0,947.0,979.0,5944642.0,1634371.0,2417071.0,90667212.0,0.313286524178693,0.3879771500571702,0.4753602319971052,0.3991328586505405,99.46491723927583,86.73043975644298,0.5946970833778508,0.7458433198086462,0.7843556938086793,0.7109359051189631,9921617.0,8953835.0,842.0,1193.0,6516222.0,2437613.0,3405395.0,88304066.0,0.2578808766614526,0.3216785183243925,0.403309380953893,0.3154885563519528,113.69675908320032,97.9739452018892,0.5272352727475741,0.6904440751935371,0.7277576591482867,0.6567701615573348
deeplabv3p,resnet50,plc-ms,Qat,388848.0,142652.0,61.0,50.0,45442.0,97210.0,343406.0,100177238.0,0.0472425908137242,0.0733024474087192,0.203362138876908,0.0562977375013233,137.9767121887207,128.1704522705078,0.0934909002629315,0.1709952963311382,0.3185514398676499,0.1168631444677611,1101870.0,136856.0,77.0,49.0,44684.0,92172.0,1057186.0,99469254.0,0.0175453092554508,0.0258799181391106,0.1132283326907211,0.020698852326342,188.0426139831543,180.02859942118326,0.0374224692263756,0.0721450910047904,0.3265037703863915,0.0405528782887273
