model,encoder,input,class,gt_support (id),pred_support (id),gt_num_images (id),pred_num_images (id),tp (id),fp (id),fn (id),tn (id),macro_iou (id),macro_dice (id),macro_precision (id),macro_recall (id),mean_hd (id),mean_hd95 (id),micro_iou (id),micro_dice (id),micro_precision (id),micro_recall (id),gt_support (cd),pred_support (cd),gt_num_images (cd),pred_num_images (cd),tp (cd),fp (cd),fn (cd),tn (cd),macro_iou (cd),macro_dice (cd),macro_precision (cd),macro_recall (cd),mean_hd (cd),mean_hd95 (cd),micro_iou (cd),micro_dice (cd),micro_precision (cd),micro_recall (cd)
unet,resnet18,plc-20,Qal,8361713.0,6982700.0,947.0,1268.0,4926587.0,2056113.0,3435126.0,90245470.0,0.2296430843784571,0.3005832605775063,0.4236624607863494,0.3019876887283547,120.71891642382386,106.92666990569698,0.4728997201527459,0.6421343064736331,0.7055418391166741,0.5891839387455656,9921617.0,8075172.0,842.0,1400.0,5311121.0,2764051.0,4610496.0,87977628.0,0.2114536897945953,0.2791570727874753,0.3800591676842151,0.270660653588456,126.6345376612361,111.1490155678776,0.4186709757814882,0.5902298460019729,0.6577099534226639,0.5353080047335026
unet,resnet18,plc-20,Qat,388848.0,0.0,61.0,0.0,0.0,0.0,388848.0,100274448.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,1101870.0,0.0,77.0,0.0,0.0,0.0,1101870.0,99561426.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
unet,resnet18,plc-20,Qc,16237424.0,19375612.0,748.0,862.0,12486957.0,6888655.0,3750467.0,77537217.0,0.2973508139995591,0.3608534249582973,0.3888361987274084,0.4224435473364619,120.61524796679736,101.58113735458716,0.5399513250819562,0.701257651832885,0.6444677463607343,0.7690232761058651,9341265.0,6738581.0,453.0,691.0,2948651.0,3789930.0,6392614.0,87532101.0,0.087344861101469,0.1219940731031604,0.1994878752678521,0.1266852936317715,155.63858512458677,137.21827802688944,0.2245531347299312,0.3667511492336431,0.4375774365552629,0.3156586393812829
unet,resnet18,plc-20,Qca,7202703.0,5551793.0,431.0,417.0,2831470.0,2720323.0,4371233.0,90740270.0,0.1538317464779222,0.2102078793157462,0.2835888703693459,0.2308379876049002,142.56275582313538,127.89619926826374,0.2853434023049017,0.4439955918289519,0.510010009378952,0.3931121413724819,3590038.0,2014175.0,248.0,241.0,591420.0,1422755.0,2998618.0,95650503.0,0.0436078043850299,0.0638872549809295,0.1242080292800055,0.0668011963658962,168.88765805906004,154.06080101631784,0.1179821309198285,0.2110626416233644,0.2936289051348567,0.164739203317625
unet,resnet18,plc-20,Qr,62099929.0,64537546.0,1433.0,1536.0,54127557.0,10409989.0,7972372.0,28153378.0,0.6394922238282703,0.7157005835141584,0.7564291361765356,0.754831306620242,105.28519094264848,71.36584390773693,0.7464848739726888,0.8548426443278342,0.8386987165579552,0.8716202719007939,75325588.0,82280503.0,1511.0,1536.0,69495000.0,12785503.0,5830588.0,12552205.0,0.7479923895846715,0.8164858790254831,0.8134133298302165,0.8922083036401697,87.02665379661191,64.45111911932733,0.7887202304645167,0.8818821602522964,0.8446107822165355,0.9225948558144678
unet,resnet18,plc-20,af1,6362496.0,4215645.0,570.0,317.0,2370265.0,1845380.0,3992231.0,92455420.0,0.0961206441801181,0.1275863254414801,0.1944658485339268,0.1374865041555542,147.3601273942638,134.3909742724788,0.2887793382843503,0.4481439602667425,0.5622544118397066,0.37253697291126,1372643.0,1554865.0,432.0,224.0,239221.0,1315644.0,1133422.0,97975009.0,0.0274933786795137,0.0419964456166754,0.0689198130624011,0.0573444222029198,170.18863637823807,159.4971329036512,0.0889864065853087,0.1634297839664315,0.1538532284153286,0.174277652674439
unet,resnet18,plc-50,Qaf,10183.0,0.0,10.0,0.0,0.0,0.0,10183.0,100653113.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,10275.0,0.0,6.0,0.0,0.0,0.0,10275.0,100653021.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
unet,resnet18,plc-50,Qal,8361713.0,6436111.0,947.0,760.0,4502499.0,1933612.0,3859214.0,90367971.0,0.1675387153708182,0.2177475268343932,0.3870634702114654,0.2156256990670395,118.04435642875067,106.9211518870722,0.4373343240742764,0.6085352819441561,0.6995682641272035,0.5384661013837715,9921617.0,6624920.0,842.0,780.0,4427182.0,2197738.0,5494435.0,88543941.0,0.1544927462048774,0.2084073255813205,0.3927336784931358,0.199044446967555,135.41529637827,121.39058902230062,0.3652984832938716,0.5351188590095921,0.6682619563707939,0.4462157730942446
unet,resnet18,plc-50,Qat,388848.0,0.0,61.0,0.0,0.0,0.0,388848.0,100274448.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,1101870.0,0.0,77.0,0.0,0.0,0.0,1101870.0,99561426.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
unet,resnet18,plc-50,Qc,16237424.0,17830025.0,748.0,836.0,11040122.0,6789903.0,5197302.0,77635969.0,0.2622662002445926,0.3195123286801619,0.3631955442988516,0.357140941427838,121.72641354451136,104.66817845707446,0.4794356722341242,0.6481331783897292,0.6191871295749726,0.679918317092662,9341265.0,6673106.0,453.0,522.0,2253994.0,4419112.0,7087271.0,86902919.0,0.0752689552287287,0.1047271516469793,0.1786813280624491,0.1223209436556327,170.81659141725856,153.71329118365702,0.1638032155659688,0.2814964134401532,0.3377728452088128,0.2412943000760603
unet,resnet18,plc-50,Qca,7202703.0,4492944.0,431.0,356.0,2371198.0,2121746.0,4831505.0,91338847.0,0.1333433773600935,0.1832077631415472,0.2743849791630164,0.1891629420927604,142.61972144631778,127.64660911560058,0.2542989939673647,0.4054838522400684,0.5277604172230947,0.3292094648356318,3590038.0,798783.0,248.0,157.0,211767.0,587016.0,3378271.0,96486242.0,0.0223359579966439,0.0336470855882706,0.1090582250171302,0.0303982448166863,187.55325988984444,172.15590982034172,0.0506976926800563,0.0965029104627415,0.2651120517086618,0.0589873979049803
unet,resnet18,plc-50,Qr,62099929.0,67122836.0,1433.0,1536.0,53682485.0,13440351.0,8417444.0,25123016.0,0.6197138259009852,0.6990530759305926,0.7273831461164212,0.7694496201537788,108.35449490244372,75.85437923208119,0.7106471540746209,0.8308518239800858,0.7997648520095307,0.8644532427726286,75325588.0,81961021.0,1511.0,1536.0,67045926.0,14915095.0,8279662.0,10422613.0,0.7099392139274036,0.7836866421655486,0.7991217887063158,0.8608889345702361,84.1304059713428,64.14420381624284,0.7429678474397186,0.8525319024456812,0.8180220936974418,0.8900816811413407
unet,resnet18,plc-50,af1,6362496.0,4781380.0,570.0,353.0,1253506.0,3527874.0,5108990.0,90772926.0,0.0341689926996934,0.0481204582458127,0.0814495887661464,0.066108073889387,177.6054282530895,166.77462720080635,0.1267400511810983,0.2249676862879666,0.2621640614215979,0.1970148193413402,1372643.0,4605466.0,432.0,390.0,161135.0,4444331.0,1211508.0,94846322.0,0.0082457755216613,0.0134658694569277,0.0167448496403733,0.0339419762972218,179.1031044836967,168.15765100909817,0.0277008286438962,0.0539083512863348,0.0349877732242513,0.1173903192599969
unet,resnet18,plc-5,Qaf,10183.0,0.0,10.0,0.0,0.0,0.0,10183.0,100653113.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,10275.0,0.0,6.0,0.0,0.0,0.0,10275.0,100653021.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
unet,resnet18,plc-5,Qal,8361713.0,6441239.0,947.0,1056.0,5248867.0,1192372.0,3112846.0,91109211.0,0.2373123430792665,0.2992822441511867,0.4618836534710914,0.2753606666339119,110.55734361491454,98.11041507819138,0.5493845826157083,0.70916490170339,0.8148846829002929,0.6277262804882205,9921617.0,6322002.0,842.0,1200.0,4798945.0,1523057.0,5122672.0,89218622.0,0.1846202074705253,0.24049014597501,0.4063484988103363,0.2085167562640754,132.5863849633405,118.1109038388648,0.4193168804982999,0.5908714061810979,0.7590862831109513,0.4836857742039427
unet,resnet18,plc-5,Qat,388848.0,0.0,61.0,0.0,0.0,0.0,388848.0,100274448.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,1101870.0,0.0,77.0,0.0,0.0,0.0,1101870.0,99561426.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
