Macro Precision,Weighted Precision,Macro Recall,Weighted Recall,Macro F1,Weighted F1,Macro mAP,Weighted mAP,Hamming Loss,Subset Accuracy
0.39393963731054643,0.6754488676810926,0.6250869697018911,0.8569432802458787,0.4674317258960656,0.732821924935169,0.39732566091598354,0.6738635642239067,0.24423363095238096,0.13020833333333334
