Macro Precision,Weighted Precision,Macro Recall,Weighted Recall,Macro F1,Weighted F1,Macro mAP,Weighted mAP,Hamming Loss,Subset Accuracy
0.568642012899682,0.7791945103849655,0.7292425116048132,0.8868821292775665,0.627577306303464,0.8257648271155886,0.5317705340795452,0.7599631197520971,0.1624813988095238,0.2630208333333333
