Class,Targets,Predictions,Precision,Recall,F1,AP,AUROC
af1 (0.34),571,884,0.49095022624434387,0.7600700525394045,0.5965635738831615,0.6455093586745271,0.7230837635999021
Qal (0.42),949,1086,0.7329650092081031,0.8387776606954689,0.7823095823095824,0.8775496416315977,0.7974358375982609
Qaf (0.16),13,51,0.058823529411764705,0.23076923076923078,0.09375,0.19851147475072267,0.8327693317844336
Qat (0.3),61,135,0.22962962962962963,0.5081967213114754,0.3163265306122449,0.2610875413563111,0.8949708252292303
Qc (0.37),749,841,0.8418549346016647,0.945260347129506,0.8905660377358491,0.9730383974011549,0.9708684005611888
Qca (0.36),432,546,0.6721611721611722,0.8495370370370371,0.7505112474437627,0.8726793663771137,0.9366927502683844
Qr (0.55),1433,1460,0.9541095890410959,0.9720865317515701,0.9630141721396475,0.9946640379008349,0.9294304161952317
