Class,Targets,Predictions,Precision,Recall,F1,AP,AUROC
af1 (0.34),435,1097,0.3108477666362808,0.7839080459770115,0.4451697127937337,0.32953007521934263,0.5594882395314604
Qal (0.42),845,1151,0.5534317984361424,0.7538461538461538,0.6382765531062125,0.5976333867713485,0.542602693977513
Qaf (0.16),6,0,0.0,0.0,0.0,0.005481724155976473,0.5140522875816993
Qat (0.3),77,38,0.0,0.0,0.0,0.03570130456938635,0.352198178791736
Qc (0.37),456,913,0.4939759036144578,0.9890350877192983,0.6588750913075238,0.8725547905231009,0.9397904483430799
Qca (0.36),249,548,0.41605839416058393,0.9156626506024096,0.5721455457967378,0.6998755178763045,0.9182089664017375
Qr (0.55),1511,1434,0.9832635983263598,0.9331568497683653,0.9575551782682513,0.9888422241381167,0.597008603573792
