Precision (Macro),Recall (Macro),F1 (Macro),AUC (Macro),mAP (Macro),Precision (Wt.),Recall (Wt.),F1 (Wt.),AUC (Wt.),mAP (Wt.),Accuracy (Micro)
0.4761904761904762,0.7333333333333333,0.5170068027210885,,0.4938095238095238,0.692063492063492,0.8095238095238095,0.7151927437641723,,0.692063492063492,0.5714285714285714
