Precision (Macro),Recall (Macro),F1 (Macro),AUC (Macro),mAP (Macro),Precision (Wt.),Recall (Wt.),F1 (Wt.),AUC (Wt.),mAP (Wt.),Accuracy (Micro)
0.4166666666666667,0.7285714285714285,0.47210884353741495,,0.6085714285714285,0.6125,0.75,0.6352380952380952,,0.7525,0.4523809523809524
