Overall Accuracy,Macro Precision,Macro Recall,Macro F1,Weighted Precision,Weighted Recall,Weighted F1,Macro mAP,Weighted mAP,Hamming Loss,Subset Accuracy
0.8796502976190477,0.5822011967516028,0.7035602378065535,0.6341317279761602,0.7931297403770948,0.9044425817267393,0.8408965555028713,0.5171562876596691,0.7670608793011418,0.12034970238095238,0.369140625
