Overall Accuracy,Macro Precision,Macro Recall,Macro F1,Weighted Precision,Weighted Recall,Weighted F1,Macro mAP,Weighted mAP,Hamming Loss,Subset Accuracy
0.6783854166666666,0.4162768194952497,0.7288701837568891,0.5055999548441086,0.6349080696446724,0.9408269961977186,0.7397867648301879,0.4017347552895937,0.6299072504763744,0.3216145833333333,0.046223958333333336
