Run,Feature,gamma (fixed),gamma (run),MMD2,MMD,p-value
0,PrC20,0.0117028449695147,0.0518562546459152,0.001907211406242,0.0436716315958317,1.9786655929451053e-08
0,PrC50,0.0117028449695147,0.0585795410509985,0.0017266631996469,0.0415531370614412,8.776769465673049e-08
0,PrC100,0.0117028449695147,0.0558602255808181,0.0016141247537747,0.0401761714673601,2.2262239103997554e-07
0,PrC200,0.0117028449695147,0.0563201346090338,0.0012906423738146,0.0359255114621157,3.271625939545616e-06
0,S 5,0.0117028449695147,0.0881764615910492,0.000592732250095,0.0243460931176852,0.0012043128500744
0,S 10,0.0117028449695147,0.0918006758230261,0.0009186680456205,0.0303095372056479,7.42756447531311e-05
0,S 20,0.0117028449695147,0.0984120083642645,0.0011856893632979,0.0344338403797471,7.862441201984622e-06
0,S 50,0.0117028449695147,0.1239182969058916,0.0019632532950238,0.0443086142304613,1.247105785671782e-08
0,S 100,0.0117028449695147,0.1379839743004108,0.0029067290948731,0.0539140899475559,5.478928014672853e-12
0,S 200,0.0117028449695147,0.1316868646348658,0.0045779579488311,0.0676606085461193,6.8918068977824124e-18
0,SDS 5,0.0117028449695147,0.070046684952757,0.0006539811601866,0.0255730553549369,0.0007096891385962
0,SDS 11,0.0117028449695147,0.0694879087704636,0.0004675429882344,0.0216227423846841,0.0035893636821442
0,SDS 21,0.0117028449695147,0.0682255940427359,0.0005974261789987,0.0244423030624935,0.0011563506175755
0,SDS 51,0.0117028449695147,0.0700581764027268,0.0008745247955487,0.0295723654033417,0.0001079452241309
0,SDS 101,0.0117028449695147,0.0753327868931987,0.0012486049750123,0.0353356049192932,4.646654697706593e-06
0,SDS 201,0.0117028449695147,0.0810966408707012,0.0023856594431424,0.0488432128667068,3.8835386401735644e-10
0,EP ms,0.0117028449695147,0.0083223132834458,0.007830086318071,0.0884877749639524,2.66835357700688e-29
0,PlC ms,0.0117028449695147,0.0077727767393048,0.0134587844640994,0.1160120013795963,5.683717388755863e-49
0,PrC ms,0.0117028449695147,0.0077090536743916,0.0046534526320643,0.068216219713968,3.737845459321933e-18
0,S ms,0.0117028449695147,0.0158645984621499,0.0026706053725286,0.0516779002333553,3.770095125582789e-11
0,SDS ms,0.0117028449695147,0.0111194483063854,0.0013096527751846,0.0361891250955957,2.7919957954249257e-06
1,DEM,0.0117028449695147,0.0720851145080037,0.0775491078919202,0.2784764045514812,5.0608490570454986e-272
1,RGB,0.0117028449695147,0.0214926674912886,0.0189302409783955,0.1375872122633335,4.6949162217965515e-68
1,RGB+NIR,0.0117028449695147,0.0133951069958969,0.044180660947942,0.210191962139236,5.752549306701433e-156
1,NHD,0.0117028449695147,0.0145618671875001,0.0016306565272674,0.0403813883771645,1.9414925972341861e-07
1,OSM,0.0117028449695147,0.003968,0.000976300345317,0.0312458052435375,4.564752340116847e-05
1,EP 5,0.0117028449695147,0.1165096888805501,0.002671931997324,0.0516907341534638,3.729426997515395e-11
1,EP 11,0.0117028449695147,0.1113424200679222,0.0015516803753237,0.0393913743771878,3.734500666076172e-07
1,EP 21,0.0117028449695147,0.0825630790806324,0.0042713120552921,0.0653552756500355,8.283002357424867e-17
1,EP 51,0.0117028449695147,0.0616913804716371,0.0102793080029824,0.1013869222482981,7.225610349441748e-38
1,EP 101,0.0117028449695147,0.0519975880176749,0.0094012066803432,0.0969598199273452,8.486770148595971e-35
1,EP 201,0.0117028449695147,0.0489967986327123,0.004741123691509,0.0688558181384043,1.8370452646620802e-18
1,PlC 5,0.0117028449695147,0.0534149069895118,0.0214929939684632,0.146604890670343,5.5003986258409534e-77
1,PlC 10,0.0117028449695147,0.0616968050258071,0.0144022027427278,0.1200091777437368,2.899639248756672e-52
1,PlC 20,0.0117028449695147,0.0623749168248824,0.0135973756647347,0.1166077856094297,1.8660481338486133e-49
1,PlC 50,0.0117028449695147,0.0610937108876027,0.0071774800834515,0.0847200099353839,5.1531496317615725e-27
1,PlC 100,0.0117028449695147,0.0729297991165586,0.0009281420745058,0.0304654242462808,6.855663849439458e-05
1,PlC 200,0.0117028449695147,0.0695724944863307,0.0001351844503654,0.0116268848091569,0.0753268948642629
1,PrC 5,0.0117028449695147,0.0568945918162217,0.0013090609425381,0.0361809472310799,2.8058058727602e-06
1,PrC10,0.0117028449695147,0.052328847701372,0.002236001298748,0.0472863754029432,1.3251011862822922e-09
