Class,True,Predicted,Accuracy,Precision,Recall,F1,AUC,AP
af1 (0.47),4.0,16.0,0.25,0.25,1.0,0.4,0.5208333333333333,0.461038961038961
Qal (0.63),9.0,16.0,0.5625,0.5625,1.0,0.72,0.4920634920634921,0.5693528693528693
Qaf (0.33),1.0,12.0,0.3125,0.08333333333333333,1.0,0.15384615384615385,0.8666666666666667,0.3333333333333333
Qat (0.26),1.0,2.0,0.9375,0.5,1.0,0.6666666666666666,1.0,1.0
Qc (0.48),8.0,13.0,0.5625,0.5384615384615384,0.875,0.6666666666666666,0.578125,0.6567279942279942
Qca (0.45),8.0,9.0,0.5625,0.5555555555555556,0.625,0.5882352941176471,0.640625,0.6588609307359308
Qr (0.69),14.0,16.0,0.875,0.875,1.0,0.9333333333333333,0.5,0.8344122147693576
