Precision,Recall,F1,AUC,mAP,Precision (Wt.),Recall (Wt.),F1 (Wt.),AUC (Wt.),mAP (Wt.),Accuracy (Micro)
0.2767857142857143,0.42857142857142855,0.3164021164021164,,0.5316165976880263,0.5848214285714286,0.7380952380952381,0.6324514991181658,,0.7451587103372818,0.7232142857142857
