Precision,Recall,F1,AUC,mAP,Precision (Wt.),Recall (Wt.),F1 (Wt.),AUC (Wt.),mAP (Wt.),Accuracy (Micro)
0.4806929181929182,0.9285714285714286,0.589821159232924,0.6569019274376418,0.6448180433512066,0.6143993352326685,0.9111111111111111,0.7112532260767555,0.5584126984126984,0.6779588312921646,0.5803571428571429
