Macro Precision,Weighted Precision,Macro Recall,Weighted Recall,Macro F1,Weighted F1,Macro mAP,Weighted mAP,Hamming Loss,Subset Accuracy
0.6073385342126957,0.8027973624945265,0.6406765597962576,0.8562262357414449,0.6171535078821618,0.8270465540320152,0.5339413313311248,0.7684980182598762,0.14015997023809523,0.3125
