Class,Targets,Predictions,Precision,Recall,F1,AP,AUROC
af1 (0.43),571,527,0.6242884250474383,0.5761821366024519,0.599271402550091,0.6940030661302036,0.758894040997069
Qal (0.44),949,1085,0.743778801843318,0.8503688092729189,0.7935103244837758,0.8783283669119808,0.8030168939599291
Qaf (0.35),13,5,0.2,0.07692307692307693,0.1111111111111111,0.10762556194186194,0.8758018081721299
Qat (0.37),61,79,0.189873417721519,0.2459016393442623,0.21428571428571427,0.23267037199714116,0.896071130869686
Qc (0.48),749,756,0.8822751322751323,0.890520694259012,0.8863787375415283,0.9671477069665424,0.9654668740870928
Qca (0.35),432,556,0.6672661870503597,0.8587962962962963,0.7510121457489879,0.8662543667258035,0.9336755233494365
Qr (0.46),1433,1497,0.9438877755511023,0.9860432658757851,0.9645051194539249,0.9941820610088176,0.9238544976591982
