Macro Precision,Weighted Precision,Macro Recall,Weighted Recall,Macro F1,Weighted F1,Macro mAP,Weighted mAP,Hamming Loss,Subset Accuracy
0.4047552343292869,0.6836490330383018,0.6260896711966152,0.8860016764459346,0.4810238423430143,0.7559478721146154,0.4052989582962064,0.6804167190029752,0.21819196428571427,0.13736979166666666
