Precision,Recall,F1,AUC,mAP,Accuracy,Precision (Wt.),Recall (Wt.),F1 (Wt.),AUC (Wt.),mAP (Wt.),Accuracy (Micro),Accuarcy,Accuarcy (Micro)
0.4731345615169144,0.6847798889670811,0.5061965079535731,,0.5178946874701797,,0.7086287723504918,0.7948717948717948,0.7408018952215579,0.6738650178731149,0.7748909756076152,,0.5464285714285715,0.5464285714285714
