Precision,Recall,F1,AUC,mAP,Accuracy,Precision (Wt.),Recall (Wt.),F1 (Wt.),AUC (Wt.),mAP (Wt.),Accuracy (Micro),Accuarcy,Accuarcy (Micro)
0.2928571428571428,0.5714285714285714,0.36134453781512604,,0.5327805425373412,,0.6159340659340659,0.9010989010989011,0.6903684550743375,,0.7543852943686106,,0.6428571428571429,0.6428571428571429
