Class,Decision Threshold,num True,num Predicted,Precision,Recall,Specificity,F1,AUC,AP,Accuracy
af1,0.22646031,571.0,1136.0,0.4216549295774648,0.8388791593695272,0.31917098445595854,0.5612185120093731,0.6338665916535848,0.5049360486598687,0.5123697916666666
Qal,0.4513934,950.0,1402.0,0.6476462196861626,0.9557894736842105,0.15699658703071673,0.7721088435374149,0.6709807795940363,0.7802172005362858,0.6510416666666666
Qaf,0.020455686,13.0,168.0,0.05357142857142857,0.6923076923076923,0.8956007879185818,0.09944751381215469,0.8930249002474873,0.0556962295323655,0.8938802083333334
Qat,0.067683555,61.0,127.0,0.12598425196850394,0.26229508196721313,0.9247457627118644,0.1702127659574468,0.7744151153098083,0.10362403293963178,0.8984375
Qc,0.5015474,749.0,875.0,0.7645714285714286,0.8931909212283045,0.7382465057179162,0.8238916256157636,0.9122794814941735,0.9138181312074405,0.8138020833333334
Qca,0.34725496,432.0,601.0,0.5207986688851913,0.7245370370370371,0.7391304347826086,0.6060019361084221,0.8054465244229737,0.547520970874052,0.7350260416666666
Qr,0.8059068,1433.0,1534.0,0.9335071707953064,0.9993021632937893,0.009708737864077669,0.9652847994607348,0.7748832986673352,0.9800292738488579,0.9329427083333334
