Precision (Macro),Recall (Macro),F1 (Macro),AUC (Macro),mAP (Macro),Precision (Wt.),Recall (Wt.),F1 (Wt.),AUC (Wt.),mAP (Wt.),Accuracy (Micro)
0.49539058543649805,0.7666145041268247,0.5711665709287586,0.7806995273413426,0.5551202696569288,0.7127049518033193,0.9090045141363744,0.7906333451492366,0.7602461884927059,0.7987480946554696,0.7767857142857143
