Precision (Macro),Recall (Macro),F1 (Macro),AUC (Macro),mAP (Macro),Precision (Wt.),Recall (Wt.),F1 (Wt.),AUC (Wt.),mAP (Wt.),Accuracy (Micro)
0.33367500220343327,0.6478502929431311,0.4128853721724724,0.5291309920917097,0.4794530821115234,0.633211715950487,0.9175747415479184,0.7142861432053746,0.5924099010907891,0.740596361516746,0.6676897321428571
