Precision (Macro),Recall (Macro),F1 (Macro),AUC (Macro),mAP (Macro),Precision (Wt.),Recall (Wt.),F1 (Wt.),AUC (Wt.),mAP (Wt.),Accuracy (Micro)
0.4523809523809524,0.7619047619047619,0.5162646876932592,,0.63,0.6746031746031745,0.8571428571428571,0.7293753865182436,,0.8126984126984127,0.5238095238095238
