Precision (Macro),Recall (Macro),F1 (Macro),AUC (Macro),mAP (Macro),Precision (Wt.),Recall (Wt.),F1 (Wt.),AUC (Wt.),mAP (Wt.),Accuracy (Micro)
0.3761904761904762,0.5190476190476191,0.41082251082251087,,0.4573809523809524,0.6083333333333334,0.7,0.6227272727272727,,0.64,0.6666666666666666
