Overall Accuracy,Macro Precision,Macro Recall,Macro F1,Weighted Precision,Weighted Recall,Weighted F1,Macro mAP,Weighted mAP,Hamming Loss,Subset Accuracy
0.8602120535714286,0.5184682381829935,0.582678507224114,0.5465985877826102,0.7694258657790735,0.8432523051131601,0.8021046359162636,0.4697203460039377,0.7365200442626689,0.13978794642857142,0.328125
