Precision,Recall,F1,AUC,mAP,Accuracy,Precision (Wt.),Recall (Wt.),F1 (Wt.),AUC (Wt.),mAP (Wt.),Accuracy (Micro)
0.41845238095238096,0.75,0.4849300407195144,0.6110685941043084,0.5602376553907166,0.5446428571428571,0.6067592592592592,0.8444444444444444,0.671918137742699,0.6416931216931218,0.7565219656886324,0.5446428571428571
