Precision,Recall,F1,AUC,mAP,Accuracy,Precision (Wt.),Recall (Wt.),F1 (Wt.),AUC (Wt.),mAP (Wt.),Accuracy (Micro)
0.3319805194805195,0.6266233766233766,0.38711090496804784,,0.5088811585240157,0.5803571428571429,0.6145833333333334,0.7857142857142857,0.6506046863189721,,0.7017274722631865,0.5803571428571429
