Overall Accuracy,Macro Precision,Macro Recall,Macro F1,Weighted Precision,Weighted Recall,Weighted F1,Macro mAP,Weighted mAP,Hamming Loss,Subset Accuracy
0.7061941964285714,0.43640577456769825,0.7634663043838185,0.5121053068865028,0.7094881781773089,0.9069572506286673,0.7705767852739229,0.4128126653169462,0.6926475947438973,0.29380580357142855,0.13216145833333334
