MapUnit,Targets,Predictions,Precision,Recall,F1,AUROC
af1 (0.42),361,389,0.7172236503856041,0.7728531855955678,0.744,0.887412625395353
Qal (0.49),624,764,0.7081151832460733,0.8669871794871795,0.7795389048991355,0.7936858974358973
Qaf (0.42),11,0,0.0,0.0,0.0,0.8496814143408418
Qat (0.55),41,0,0.0,0.0,0.0,0.8771555467334938
Qc (0.39),521,544,0.8897058823529411,0.9289827255278311,0.9089201877934272,0.9665729233047016
Qca (0.45),315,274,0.8321167883211679,0.7238095238095238,0.7741935483870968,0.9211946179506123
Qr (0.49),952,1000,0.94,0.9873949579831933,0.9631147540983607,0.9143907563025211
