split,encoder,input,fusion,macro_precision,macro_recall,macro_f1,auroc,macro_map,micro_accuracy,macro_precision_cd,macro_recall_cd,macro_f1_cd,auroc_cd,macro_map_cd,micro_accuracy_cd
split_seed_256,vit_b_16,ep-ms+prc-ms+s-ms,cross_attention,0.688006806840445,0.7058086502106937,0.6896974545692087,0.9082306128091496,0.7320077261699024,0.8815104166666666,0.5436753441246116,0.6248990837318875,0.571905531045025,0.8117597855388337,0.6356088718320126,0.8641183035714286
split_seed_42,vit_b_16,ep-ms+prc-ms+s-ms,concat,0.6636188904543785,0.693786010130875,0.6727932627168542,0.9127405794764368,0.7147072493931429,0.8919270833333334,0.5308269129706892,0.6515792021369842,0.5803639667323726,0.8251031853677275,0.6248026872914084,0.8637462797619048
split_seed_90,vit_b_16,ep-ms+prc-ms+s-ms,concat,0.6621892054806359,0.707103715040504,0.6794039545383418,0.9126224485291176,0.7196008696962102,0.8904389880952381,0.565217732752253,0.6676326248144627,0.6079536230905702,0.8225675035736442,0.6341775613907171,0.8725818452380952
split_seed_128,vit_b_16,ep-ms+prc-ms+s-ms,concat,0.6431371433273873,0.7917178723880436,0.6969375547492805,0.9192534685593248,0.7335546783964733,0.8875558035714286,0.5642936531320286,0.7146125880798895,0.6262721251377398,0.8592655984916011,0.6592045042867724,0.8692336309523809
split_seed_256,vit_b_16,ep-ms+prc-ms+s-ms,concat,0.6429255366692675,0.7384629360619872,0.673028350848991,0.9105632075511182,0.7392643569990582,0.8761160714285714,0.5237404885639146,0.7012944636464696,0.5938986587292818,0.8363742096312262,0.6432783770051235,0.8569568452380952
split_seed_42,vit_b_16,dem,none,0.6338506309516048,0.6853581451595013,0.6545760901615012,0.8952924514872833,0.6934404188283103,0.8723958333333334,0.5103748970310068,0.6195772729069162,0.5213853451795496,0.7359194091146721,0.5439141439766615,0.7984561011904762
split_seed_42,vit_b_16,dem,none,0.6578383471959434,0.6920427020572549,0.6678190709214309,0.9037974591204307,0.7095372321142719,0.8802083333333334,0.5082767357695538,0.6030366479704635,0.5414207457690875,0.7740979995488955,0.5831979765148828,0.8386346726190477
split_seed_90,vit_b_16,dem,none,0.593018529435108,0.7173322335454843,0.6371324305932495,0.8861325964239359,0.682684802901509,0.8552827380952381,0.4417424879660495,0.664281360371034,0.5146168473540452,0.7113552813328948,0.5377761494298458,0.7954799107142857
split_seed_128,vit_b_16,dem,none,0.629012584428466,0.6923516273089886,0.652433558237648,0.8966320223717216,0.7048758313716219,0.8761160714285714,0.4462582037250239,0.6205754019426416,0.5041984283011052,0.7407947273032054,0.5390328297107069,0.8092447916666666
split_seed_256,vit_b_16,dem,none,0.6420722438979866,0.639019854508733,0.6350374642458807,0.8962060990826567,0.6925688754073492,0.8793712797619048,0.4581898222656476,0.6425543998559579,0.5139148350585565,0.7245051813780055,0.567641103267461,0.8204985119047619
