encoder,exp_type,input,af1,Qal,Qaf,Qat,Qc,Qca,Qr,af1_cd,Qal_cd,Qaf_cd,Qat_cd,Qc_cd,Qca_cd,Qr_cd
vit_b_16,concat,ep-ms+prc-ms+s-ms,0.8616099380234659,0.8584264415304472,0.8674175463407243,0.910652959155321,0.9724800369149548,0.9552427200751477,0.9300605017649172,0.8657521375552004,0.7260312213668554,0.6361655773420479,0.6124369119571313,0.9679093567251462,0.9684019684019683,0.8656254136333554
vit_b_16,stack,ep-ms+prc-ms+s-ms,0.8459043764688802,0.8609448536015807,0.8885802313248143,0.915187552097805,0.9704120530041748,0.9488623020665592,0.9362258551887208,0.8508628519527702,0.7211913100814359,0.6494553376906318,0.6925487124253402,0.9583678525016244,0.9667855571470028,0.8943216412971542
resnext50_32x4d,ca,ep-ms+s-ms,0.827476565973703,0.7656152326208012,0.824890145966968,0.8411003056404556,0.9461883103774112,0.8547998859366613,0.7987113733832885,0.8472360549970247,0.70302194743918,0.6362745098039215,0.7680140284663931,0.9135579109811568,0.8887359851215273,0.8019060225016545
resnext50_32x4d,concat,ep-ms+s-ms,0.773684926907616,0.7836069696425363,0.7695843224405273,0.7037288135593222,0.9427903023599444,0.8427750100644122,0.8609204669408329,0.7880276029106246,0.7213728495705564,0.7476034858387799,0.746009987271125,0.8006416504223521,0.845052314931833,0.7126935804103243
resnext50_32x4d,sa,ep-ms+s-ms,0.8605800205076087,0.8547350458056404,0.8790848022627406,0.9015059738816338,0.9702356212349208,0.9335056863929146,0.9258260557320848,0.8070364454466681,0.715536183731664,0.717755991285403,0.8506627026160953,0.9254731156595192,0.7985134009230395,0.7946393117140966
resnext50_32x4d,stack,ep-ms+s-ms,0.8683193742457103,0.8477869588647385,0.7137229152987525,0.9156432342317312,0.9680539745497172,0.9361916264090177,0.9249791665255184,0.8588681136271101,0.7335325700682486,0.7214596949891068,0.8285429443757065,0.9342511371020142,0.8612413913618734,0.7176968894771676
vit_b_16,ca,ep-ms+s-ms,0.8361296879395297,0.8245572121429854,0.8144350724784081,0.873753820505696,0.9768195798548848,0.9510429247181964,0.9252162955033568,0.8242538131479219,0.7526661471668707,0.7180827886710239,0.6024229368986052,0.9779503736192332,0.9619425643522028,0.8773527465254798
vit_b_16,concat,ep-ms+s-ms,0.8476883569412811,0.8424537452847135,0.8567604424465882,0.8813559322033898,0.9778120085569408,0.9462958769457864,0.9309412665397462,0.80843538267197,0.7751256647171152,0.7706971677559913,0.5983283337635634,0.9725004061078624,0.960366719402864,0.8945334215751157
vit_b_16,stack,ep-ms+s-ms,0.8745914358048329,0.8655900844260822,0.7741805141673822,0.9083967768824672,0.9759408139272524,0.9319897342995168,0.9347217799578588,0.8522012381638426,0.7472199624932566,0.7446623093681918,0.7833420862893103,0.9730648960363872,0.9400554822241568,0.8683520847121111
resnext50_32x4d,ca,ep-ms+s-ms+sds-ms,0.8126439389127337,0.7521807077420514,0.8668619627253902,0.8277854959711032,0.9595377487645536,0.8860425473027376,0.8466453024749492,0.857329282679278,0.7065842317539969,0.7562091503267975,0.7604034074219133,0.9430778914879792,0.9370036478470212,0.7836929185969556
resnext50_32x4d,concat,ep-ms+s-ms+sds-ms,0.8100795804106966,0.7757643254894917,0.7703419364614374,0.8415337593776049,0.955276242953332,0.878918830515298,0.8320246072127859,0.8453193022017601,0.7190796290428929,0.5347494553376906,0.8316673045939666,0.920004873294347,0.9220128376754884,0.8122038385175381
resnext50_32x4d,sa,ep-ms+s-ms+sds-ms,0.8745533243196646,0.8398365367343273,0.8535784635587657,0.9109863851069742,0.9739406883892628,0.9297420155662908,0.9276011355090482,0.8595362627496423,0.7610957449541442,0.7394335511982572,0.7587477635455703,0.9519411955815466,0.93449789835332,0.8576836532097949
resnext50_32x4d,stack,ep-ms+s-ms+sds-ms,0.8576427139007105,0.834713490210167,0.7348856002828426,0.8910697415948874,0.9709447412305776,0.9212732320182502,0.9112392360381844,0.8812991324501238,0.7410090855376394,0.6989106753812636,0.8417346875194716,0.9453805230669264,0.9164053260438804,0.848921244209133
vit_b_16,ca,ep-ms+s-ms+sds-ms,0.8467156066531765,0.8415520028740795,0.881105106318501,0.9092081133648235,0.9774710202336704,0.944014610171766,0.936178429393153,0.8244271143265787,0.6978052560820011,0.6437908496732025,0.7531488388239588,0.9683641975308644,0.9503874082187334,0.8753673064195896
vit_b_16,concat,ep-ms+s-ms+sds-ms,0.8572615990490277,0.8418735405065565,0.8793373402697107,0.8929702695193109,0.9799885658641848,0.9525022644927535,0.9267474711888292,0.8555378078444883,0.6824703071613903,0.6636165577342048,0.8178791736022717,0.97694728719948,0.9492733950565276,0.9018398411647914
vit_b_16,stack,ep-ms+s-ms+sds-ms,0.849949638394599,0.842796838512664,0.8582756704884086,0.9239566546262852,0.9750942807266954,0.9339250369028448,0.926198686982974,0.8351738753693091,0.7113590628452033,0.6492374727668845,0.7685659097585076,0.9663702079272256,0.9469018264198988,0.9039046988749172
resnext50_32x4d,ca,nhd+osm+rgb+s-ms,0.8257125486601998,0.6832207652236393,0.7241779887873125,0.8006668519033066,0.9136722745956912,0.8705171430488459,0.8251681921964241,0.8443463100420726,0.7142260166639549,0.4935729847494553,0.7207925727459655,0.9445520630279404,0.8107144974614855,0.683017868960953
resnext50_32x4d,concat,nhd+osm+rgb+s-ms,0.7993339564258686,0.7293748877312736,0.737309965149755,0.7999777716032231,0.9531234360765646,0.8221786097691896,0.8130542889856978,0.8120475638656603,0.675164199042636,0.6514161220043573,0.5905841930516365,0.9563434048083173,0.8318994704536873,0.6447915287888815
resnext50_32x4d,stack,nhd+osm+rgb+s-ms,0.8604756676315526,0.813005209268906,0.7620081822314257,0.9050958599611004,0.9647916832778308,0.9278318739935588,0.933705512909979,0.8330337102111978,0.720446313121366,0.6803921568627451,0.8833394158959614,0.9294996751137102,0.9030746139179876,0.7385837193911318
vit_b_16,ca,nhd+osm+rgb+s-ms,0.8594321388709925,0.8103197413328542,0.814637102883984,0.8950708530147262,0.9720559220850165,0.9436330012077296,0.9223842979965988,0.7256892897783624,0.5413918598378132,0.8208061002178648,0.793249245613879,0.9318611923326836,0.8246224993212945,0.8010324288550629
vit_b_16,concat,nhd+osm+rgb+s-ms,0.8770396450187383,0.8071816058918627,0.8434264356785697,0.8825229230341761,0.9764633233977368,0.934807769726248,0.9367610891672709,0.8045601177612828,0.6438572003528031,0.6263616557734204,0.7340733290013618,0.9469907407407409,0.8883802498260329,0.8262872270019854
vit_b_16,stack,nhd+osm+rgb+s-ms,0.8555248042249304,0.8064738638404886,0.8791858174655285,0.895871075298694,0.9650224017453174,0.9400265868223296,0.9257176539136442,0.8050090304529842,0.6040983395987292,0.7346405228758169,0.7515555041257577,0.9578399122807018,0.8198700005928922,0.7871343481138319
resnext50_32x4d,ca,prc-ms+s-ms,0.8338248505031625,0.79576971438836,0.793827971109652,0.8850125034731869,0.9531319183731634,0.910600761540526,0.8670587199100265,0.8579974318018103,0.656095702138227,0.7185185185185186,0.688151464710752,0.927089424951267,0.9237852731828634,0.8964659166115156
resnext50_32x4d,concat,prc-ms+s-ms,0.8370516229140768,0.8107185198491107,0.8189302490024749,0.8812225618227285,0.9412278633264514,0.9317695752818036,0.9005616569217948,0.8619917107749486,0.7043971947011021,0.5642701525054465,0.5915811399019075,0.89803646848603,0.8952047506264373,0.8650694904037062
resnext50_32x4d,sa,prc-ms+s-ms,0.8605083346188398,0.8452254356026586,0.8577200868730744,0.92121144762434,0.9681031718699902,0.9421547906602254,0.942255706339474,0.8668107363212127,0.6784952774043278,0.7958605664488018,0.6997409718451527,0.9690241228070174,0.9584725849786092,0.8230046326935804
resnext50_32x4d,stack,prc-ms+s-ms,0.8694010144914386,0.8390856834920064,0.7498358502954694,0.9004945818282857,0.961883952003773,0.9452621779388084,0.9284209242610044,0.8778017893868688,0.7512395208042542,0.720806100217865,0.7901515893291082,0.9647112573099416,0.944343028680378,0.8933156849768364
vit_b_16,ca,prc-ms+s-ms,0.8215420632832138,0.8348176755882881,0.8385271983433507,0.904128924701306,0.974827936613494,0.9500993860708536,0.9295523682409772,0.8075605249146542,0.6886135349677597,0.6935729847494554,0.588100727237122,0.9723054743339832,0.9372969734415518,0.8014559894109861
vit_b_16,concat,prc-ms+s-ms,0.8335816629311361,0.8516795401472966,0.8781756654376482,0.8952153375937759,0.9752486585247928,0.9534961252012883,0.929525267786367,0.8152170962656728,0.748665427859461,0.7407407407407407,0.6900029374326838,0.9712191358024692,0.9557577629866786,0.8648577101257445
vit_b_16,stack,prc-ms+s-ms,0.8273930836728582,0.8613418358182143,0.8087782211222789,0.9122089469297028,0.9748449012066916,0.9560478730542136,0.9247555877749848,0.7939135790869325,0.7296654364226445,0.7288671023965142,0.6602280515919995,0.975739116309292,0.9601014781737676,0.8943481138318995
