Class,True,Predicted,Accuracy,Precision,Recall,F1,AUC,AP
af1 (0.04),4.0,16.0,0.25,0.25,1.0,0.4,0.6041666666666666,0.44791666666666663
Qal (0.39),11.0,16.0,0.6875,0.6875,1.0,0.8148148148148148,0.7090909090909091,0.8863751147842057
Qaf (0.29),1.0,13.0,0.25,0.07692307692307693,1.0,0.14285714285714285,0.19999999999999996,0.07692307692307693
Qat (0.0),3.0,9.0,0.375,0.1111111111111111,0.3333333333333333,0.16666666666666666,0.358974358974359,0.1856060606060606
Qc (0.51),5.0,12.0,0.4375,0.3333333333333333,0.8,0.47058823529411764,0.5636363636363637,0.48906593406593407
Qca (0.25),2.0,11.0,0.4375,0.18181818181818182,1.0,0.3076923076923077,0.7857142857142857,0.325
Qr (0.45),16.0,16.0,1.0,1.0,1.0,1.0,,1.0
