Precision,Recall,F1,AUC,mAP,Accuracy,Precision (Wt.),Recall (Wt.),F1 (Wt.),AUC (Wt.),mAP (Wt.),Accuracy (Micro)
0.4621794871794872,0.9107142857142857,0.531756338899196,0.5267006802721088,0.4437255999543414,0.5267857142857143,0.6554131054131054,0.8888888888888888,0.7167917267917268,0.4407936507936508,0.587614299280966,0.5267857142857143
