Precision,Recall,F1,AUC,mAP,Accuracy,Precision (Wt.),Recall (Wt.),F1 (Wt.),AUC (Wt.),mAP (Wt.),Accuracy (Micro)
0.3772408147408147,0.8761904761904763,0.4718027381892928,,0.48726955043513487,0.49107142857142855,0.6429299866799867,0.9285714285714286,0.7184320451827455,,0.744544377580092,0.49107142857142855
