Class,True,Predicted,Accuracy,Precision,Recall,F1,AUC,AP
af1 (0.04),4.0,16.0,0.25,0.25,1.0,0.4,0.3958333333333333,0.24358974358974358
Qal (0.39),9.0,15.0,0.625,0.6,1.0,0.75,0.4761904761904762,0.5394358727692061
Qaf (0.29),1.0,13.0,0.25,0.07692307692307693,1.0,0.14285714285714285,0.7333333333333334,0.2
Qat (0.0),1.0,10.0,0.4375,0.1,1.0,0.18181818181818182,0.7333333333333334,0.2
Qc (0.51),8.0,12.0,0.5,0.5,0.75,0.6,0.328125,0.4229933261183261
Qca (0.25),8.0,6.0,0.75,0.8333333333333334,0.625,0.7142857142857143,0.734375,0.6952380952380952
Qr (0.45),14.0,16.0,0.875,0.875,1.0,0.9333333333333333,0.2857142857142857,0.8048221619650191
