Precision (Macro),Recall (Macro),F1 (Macro),AUC (Macro),mAP (Macro),Precision (Wt.),Recall (Wt.),F1 (Wt.),AUC (Wt.),mAP (Wt.),Accuracy (Micro)
0.4523809523809524,0.619047619047619,0.4849721706864564,0.40277777777777785,0.5903174603174604,0.6904761904761905,0.8095238095238095,0.7252937538651825,0.4533333333333333,0.792063492063492,0.6428571428571429
