Class,Threshold,n True,n Predicted,Precision,Recall,Specificity,F1,AUC,AP,Accuracy
af1,0.1330124,3.0,2.0,0.5,0.3333333333333333,0.6666666666666666,0.4,0.6666666666666667,0.7555555555555555,0.5
Qal,0.96236086,5.0,6.0,0.8333333333333334,1.0,0.0,0.9090909090909091,0.2,0.81,0.8333333333333334
Qaf,0.17533754,1.0,0.0,0.0,0.0,1.0,0.0,0.4,0.25,0.8333333333333334
Qat,0.26177037,1.0,2.0,0.0,0.0,0.6,0.0,0.19999999999999996,0.2,0.5
Qc,0.5,4.0,6.0,0.6666666666666666,1.0,0.0,0.8,0.75,0.9166666666666666,0.6666666666666666
Qca,0.5895556,1.0,6.0,0.16666666666666666,1.0,0.0,0.2857142857142857,0.19999999999999996,0.2,0.16666666666666666
Qr,0.9842387,6.0,6.0,1.0,1.0,0.0,1.0,,1.0,1.0
