Precision (Macro),Recall (Macro),F1 (Macro),AUC (Macro),mAP (Macro),Precision (Wt.),Recall (Wt.),F1 (Wt.),AUC (Wt.),mAP (Wt.),Accuracy (Micro)
0.41666666666666663,0.6571428571428571,0.47619047619047616,0.39444444444444443,0.5669047619047619,0.6291666666666667,0.8,0.6666666666666666,0.4714285714285714,0.7525,0.6190476190476191
