Overall Accuracy,Macro Precision,Macro Recall,Macro F1,Weighted Precision,Weighted Recall,Weighted F1,Macro mAP,Weighted mAP,Hamming Loss,Subset Accuracy
0.6210007440476191,0.39484548632750877,0.7695306430283798,0.4973844675181626,0.6247387455000312,0.9843155893536122,0.7377234338898734,0.39304469444300844,0.6245146532113629,0.37899925595238093,0.0234375
