Macro Precision,Macro Recall,Macro F1,Weighted Precision,Weighted Recall,Weighted F1,Macro mAP,Weighted mAP,Hamming Loss,Subset Accuracy
0.5374005456828072,0.7022782714027802,0.5838795298112054,0.7702537944953327,0.8949619771863118,0.8166817413334242,0.5154908093012442,0.7488548502844822,0.17717633928571427,0.20963541666666666
