Macro Precision,Macro Recall,Macro F1,Weighted Precision,Weighted Recall,Weighted F1,Macro mAP,Weighted mAP,Hamming Loss,Subset Accuracy
0.4289678638835328,0.6671334789246196,0.504177934945078,0.6953633014367373,0.9443978765018162,0.7762081052505637,0.4198249463014618,0.6874926576670713,0.22507440476190477,0.126953125
