Precision (Macro),Recall (Macro),F1 (Macro),AUC (Macro),mAP (Macro),Precision (Wt.),Recall (Wt.),F1 (Wt.),AUC (Wt.),mAP (Wt.),Accuracy (Micro)
0.5,0.8571428571428571,0.594495980210266,,0.5680952380952381,0.7063492063492063,0.9523809523809523,0.7871985157699445,,0.726984126984127,0.5476190476190477
