Precision (Macro),Recall (Macro),F1 (Macro),AUC (Macro),mAP (Macro),Precision (Wt.),Recall (Wt.),F1 (Wt.),AUC (Wt.),mAP (Wt.),Accuracy (Micro)
0.40476190476190477,0.7142857142857143,0.4802102659245516,,0.6523809523809524,0.625,0.85,0.6915584415584416,,0.7641666666666667,0.5476190476190477
