Overall Accuracy,Macro Precision,Macro Recall,Macro F1,Weighted Precision,Weighted Recall,Weighted F1,Macro mAP,Weighted mAP,Hamming Loss,Subset Accuracy
0.6044456845238095,0.4084640663773779,0.7564599929034628,0.4922941838699866,0.6387298732128573,0.9315589353612167,0.7414443364967754,0.404317171173962,0.633386577785113,0.39555431547619047,0.018229166666666668
