Overall Accuracy,Macro Precision,Macro Recall,Macro F1,Weighted Precision,Weighted Recall,Weighted F1,Macro mAP,Weighted mAP,Hamming Loss,Subset Accuracy
0.6336495535714286,0.35280680525349667,0.6912545348454875,0.4338648968997534,0.6355607100312585,0.9485889913383627,0.7187698748107489,0.3389325447852345,0.6331463328402993,0.36635044642857145,0.026041666666666668
