Precision,Recall,F1,AUC,mAP,Accuracy,Precision (Wt.),Recall (Wt.),F1 (Wt.),AUC (Wt.),mAP (Wt.),Accuracy (Micro)
0.4005952380952381,0.6964285714285714,0.5000177462289264,0.5365717120181406,0.5421977870957464,0.6875,0.5921296296296296,0.9333333333333333,0.711895100069013,0.5793386243386244,0.7019331285997953,0.6875
