Precision,Recall,F1,AUC,mAP,Accuracy,Precision (Wt.),Recall (Wt.),F1 (Wt.),AUC (Wt.),mAP (Wt.),Accuracy (Micro)
0.2857142857142857,0.42857142857142855,0.327286470143613,,0.5663926099153371,0.7321428571428571,0.5982142857142857,0.7619047619047619,0.6510456034265557,,0.7532324157324157,0.7321428571428571
