Class,True,Predicted,Accuracy,Precision,Recall,F1,AUC,AP
af1 (0.47),4.0,0.0,0.75,0.0,0.0,0.0,0.5625,0.3068452380952381
Qal (0.63),11.0,16.0,0.6875,0.6875,1.0,0.8148148148148148,0.6909090909090909,0.8388101797192706
Qaf (0.35),1.0,0.0,0.9375,0.0,0.0,0.0,0.9333333333333333,0.5
Qat (0.31),3.0,0.0,0.8125,0.0,0.0,0.0,0.9487179487179488,0.8055555555555556
Qc (0.47),5.0,16.0,0.3125,0.3125,1.0,0.47619047619047616,0.6181818181818183,0.4125757575757576
Qca (0.37),2.0,4.0,0.625,0.0,0.0,0.0,0.07142857142857145,0.10096153846153846
Qr (0.65),16.0,16.0,1.0,1.0,1.0,1.0,,1.0
