Class,Decision Threshold,num True,num Predicted,Precision,Recall,Specificity,F1,AUC,AP,Accuracy
af1,0.19840898,435.0,1086.0,0.30386740331491713,0.7586206896551724,0.3133514986376022,0.4339250493096647,0.5261653460281667,0.3073849790656846,0.439453125
Qal,0.3929365,845.0,1322.0,0.556732223903177,0.8710059171597633,0.15195369030390737,0.679280110752192,0.5191053185932403,0.5593951639749442,0.5475260416666666
Qaf,0.05046931,6.0,0.0,0.0,0.0,1.0,0.0,0.8876906318082789,0.025066094831285746,0.99609375
Qat,0.14662953,77.0,0.0,0.0,0.0,1.0,0.0,0.773105578451706,0.1151963573239505,0.9498697916666666
Qc,0.5785182,456.0,725.0,0.5889655172413794,0.9364035087719298,0.7240740740740741,0.7231160033869602,0.9290996588693957,0.8609838372029557,0.787109375
Qca,0.36534572,249.0,245.0,0.5795918367346938,0.570281124497992,0.9199689199689199,0.5748987854251012,0.9016204678855282,0.6116216575597648,0.86328125
Qr,0.29796863,1511.0,1536.0,0.9837239583333334,1.0,0.0,0.9917952084017067,0.7009530112508272,0.9919291517658508,0.9837239583333334
