Precision (Macro),Recall (Macro),F1 (Macro),AUC (Macro),mAP (Macro),Precision (Wt.),Recall (Wt.),F1 (Wt.),AUC (Wt.),mAP (Wt.),Accuracy (Micro)
0.43041156278964293,0.5909016057264083,0.4861450224679464,0.7482485732695919,0.49593960596063374,0.6990540916152131,0.8790164850516904,0.7639682439356213,0.6816692187798582,0.7429810746997659,0.7952938988095238
